-4.2695,-4.9734
-4.3921,-4.196
-5.3477,-1.3753
-4.6289,2.1528
-4.5823,3.5425
-5.5026,5.1268
-5.4013,5.9256
-5.2895,7.3468
-5.3487,8.9046
-5.7547,12.172
-3.5529,-1.8641
-4.65,0.16053
-2.8615,1.1034
-3.8024,3.5822
-3.8378,5.0462
-3.9112,6.0015
-3.4913,10.588
-4.1914,11.328
-4.1177,12.686
-4.1014,15.177
-3.2127,-4.2439
-2.3601,-3.7773
-2.7596,-0.68478
-3.0805,1.9666
-3.2198,3.2886
-3.038,5.547
-2.385,8.987
-3.2189,9.7168
-3.4187,13.543
-2.9499,14.943
-1.6665,-1.041
-2.0134,3.1712
-2.1069,4.0873
-3.202,10.058
-2.3488,11.984
-2.5831,14.91
-2.1527,-4.3657
-0.89486,-2.6671
-0.36305,-1.673
-1.7085,0.12464
-0.78301,4.1039
-0.40467,8.0707
-1.0182,10.068
-0.44442,11.837
-0.46017,14.624
0.28074,2.1321
-0.57835,5.0661
-0.18376,8.9646
0.25839,11.158
-0.1193,12.334
1.0031,14.792
1.0252,-5.4596
1.5366,-3.6849
0.40113,-3.2211
2.1427,-1.4654
0.85406,1.7268
0.29717,4.901
1.8307,6.0336
0.81603,6.9365
0.83338,7.7602
1.0338,9.8227
0.98996,11.311
1.9061,-4.0246
1.6087,-1.2031
1.8274,0.87645
2.8183,2.302
1.8313,3.8157
1.7328,5.4292
2.896,5.8159
1.7042,9.4426
2.5424,9.6804
1.3325,10.894
1.924,12.658
1.5031,14.745
3.3054,-5.1169
4.0419,-4.2752
3.4001,-1.5868
2.5181,-1.3249
2.4541,0.99961
3.0608,1.853
4.0909,2.799
2.6377,4.2179
2.7945,6.1685
3.5592,9.111
3.5479,10.659
3.0037,11.765
2.2126,13.853
4.7922,-0.80606
3.1272,-0.19051
3.6993,1.1398
4.1056,3.789
3.8969,8.9
5.5796,11.335
4.1845,12.785
4.7899,-4.1121
5.2044,-2.9486
4.4205,-0.83295
5.5623,-0.22995
6.1645,0.2725
5.0989,3.2053
5.1688,5.1939
4.4451,6.4394
5.4165,9.2047
4.9865,10.039
4.6653,11.096
5.2371,12.857
5.6121,15.566
5.4314,-3.1461
5.6951,-1.1028
6.3356,-0.51195
5.5715,3.1924
6.6759,4.413
5.5857,4.8296
6.0917,9.5874
6.1131,11.37
5.6018,12.208
6.4201,-3.6902
7.7601,-3.0443
6.928,-2.3416
7.0945,-0.92275
7.3078,1.389
6.4981,2.244
5.9492,5.5225
7.5032,13.914
8.1295,-3.3542
7.651,3.7617
8.3615,6.5638
8.2737,11.988
8.6407,13.15
7.6684,13.695
9.6565,-3.6184
10.334,-2.7899
10.006,3.1887
8.941,4.2047
8.4289,4.9805
8.7147,6.1459
9.3227,6.9982
9.3561,12.719
9.3704,14.351
10.246,-4.7297
9.4045,-3.3516
9.538,-1.9646
10.202,-0.49395
10.54,1.9536
10.019,2.5279
10.659,7.985
10.404,8.5301
10.615,10.238
10.575,10.589
9.957,13.711
10.429,-5.3331
10.959,-2.7115
10.869,-0.34969
10.798,0.50383
10.593,3.0902
11.158,4.7167
11.767,8.924
10.891,12.785
11.334,15.237
11.95,-3.8075
11.985,-2.3932
12.345,0.97644
12.005,2.3085
11.737,3.1056
11.991,4.8622
13.192,7.2168
12.444,7.6986
11.594,10.233
11.868,12.545
11.919,14.628
13.223,-4.7733
13.287,3.255
13.071,3.5973
13.085,5.046
12.661,6.1026
13.671,6.9098
13.587,8.1434
12.679,12.96
13.281,15.548
13.492,-2.6511
13.722,-0.83974
13.988,3.4865
14.343,8.1177
15.378,-4.6703
15.234,-3.1311
14.549,-0.015093
15.28,1.5718
15.279,1.9137
14.33,5.73
15.543,11.046
